file,extension,bytes,category
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\307_365.mp4,.mp4,571875,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\308_388.mp4,.mp4,1376755,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\309_303.mp4,.mp4,1131735,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\310_196.mp4,.mp4,2098021,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\311_387.mp4,.mp4,1176685,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\312_021.mp4,.mp4,1146325,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\313_283.mp4,.mp4,758045,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\314_347.mp4,.mp4,890669,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\315_322.mp4,.mp4,577506,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\316_369.mp4,.mp4,394109,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\317_359.mp4,.mp4,695475,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\318_334.mp4,.mp4,877417,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\319_352.mp4,.mp4,789613,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\320_328.mp4,.mp4,1524904,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\321_288.mp4,.mp4,1147527,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\322_315.mp4,.mp4,1070569,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\323_302.mp4,.mp4,1224991,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\324_356.mp4,.mp4,1154998,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\325_492.mp4,.mp4,2671765,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\326_501.mp4,.mp4,897378,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\327_329.mp4,.mp4,520350,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\328_320.mp4,.mp4,1417469,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\329_327.mp4,.mp4,461368,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\330_162.mp4,.mp4,1736690,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\331_260.mp4,.mp4,1020194,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\332_051.mp4,.mp4,5546027,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\333_377.mp4,.mp4,1025592,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\334_318.mp4,.mp4,992710,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\335_277.mp4,.mp4,1400436,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\336_338.mp4,.mp4,828553,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\337_522.mp4,.mp4,851185,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\338_336.mp4,.mp4,1035395,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\339_392.mp4,.mp4,581420,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\340_341.mp4,.mp4,2442053,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\341_340.mp4,.mp4,2115355,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\342_416.mp4,.mp4,1189450,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\343_363.mp4,.mp4,387255,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\344_020.mp4,.mp4,1913780,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\345_259.mp4,.mp4,849315,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\346_351.mp4,.mp4,681213,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\347_314.mp4,.mp4,666250,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\348_202.mp4,.mp4,401457,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\349_350.mp4,.mp4,1412029,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\350_349.mp4,.mp4,1027238,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\351_346.mp4,.mp4,930952,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\352_319.mp4,.mp4,1344047,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\353_383.mp4,.mp4,1663018,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\354_362.mp4,.mp4,1864978,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\355_748.mp4,.mp4,3094035,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\356_324.mp4,.mp4,2988418,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\357_432.mp4,.mp4,485267,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\358_380.mp4,.mp4,607289,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\359_317.mp4,.mp4,821749,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\360_437.mp4,.mp4,2092395,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\361_448.mp4,.mp4,2969799,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\362_354.mp4,.mp4,1837225,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\363_343.mp4,.mp4,614696,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\364_440.mp4,.mp4,1311630,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\365_307.mp4,.mp4,363746,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\366_473.mp4,.mp4,858631,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\367_371.mp4,.mp4,954070,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\368_378.mp4,.mp4,1134865,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\369_316.mp4,.mp4,706494,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\370_483.mp4,.mp4,3114567,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\371_367.mp4,.mp4,1312582,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\372_413.mp4,.mp4,743670,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\373_394.mp4,.mp4,1759862,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\374_407.mp4,.mp4,1372928,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\375_251.mp4,.mp4,1755202,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\376_381.mp4,.mp4,1780923,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\377_333.mp4,.mp4,720337,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\378_368.mp4,.mp4,3747642,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\379_158.mp4,.mp4,982609,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\380_358.mp4,.mp4,601063,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\381_376.mp4,.mp4,1378773,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\382_409.mp4,.mp4,719133,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\383_353.mp4,.mp4,2290173,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\384_932.mp4,.mp4,3274257,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\385_414.mp4,.mp4,1560058,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\386_154.mp4,.mp4,3403393,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\387_311.mp4,.mp4,832008,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\388_308.mp4,.mp4,806702,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\389_480.mp4,.mp4,2937515,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\390_709.mp4,.mp4,2146806,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\391_406.mp4,.mp4,653045,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\392_339.mp4,.mp4,2223776,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\393_405.mp4,.mp4,1077378,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\394_373.mp4,.mp4,1399153,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\395_401.mp4,.mp4,1186345,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\396_272.mp4,.mp4,1047966,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\397_602.mp4,.mp4,3935686,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\398_457.mp4,.mp4,1154692,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\399_488.mp4,.mp4,2020971,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\400_476.mp4,.mp4,1322291,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\401_395.mp4,.mp4,1814788,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\402_453.mp4,.mp4,4957104,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\403_497.mp4,.mp4,746552,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\404_429.mp4,.mp4,3948293,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\405_393.mp4,.mp4,1014772,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\406_391.mp4,.mp4,1401138,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\407_374.mp4,.mp4,1233128,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\408_424.mp4,.mp4,1553601,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\409_382.mp4,.mp4,447540,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\410_411.mp4,.mp4,4735853,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\411_410.mp4,.mp4,5660165,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\412_274.mp4,.mp4,1381587,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\413_372.mp4,.mp4,678130,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\414_385.mp4,.mp4,3777943,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\415_484.mp4,.mp4,394792,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\416_342.mp4,.mp4,1602502,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\417_496.mp4,.mp4,2282386,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\418_507.mp4,.mp4,1572735,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\419_824.mp4,.mp4,1893410,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\420_257.mp4,.mp4,1242399,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\421_423.mp4,.mp4,1780276,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\422_695.mp4,.mp4,4520341,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\423_421.mp4,.mp4,1954029,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\424_408.mp4,.mp4,559927,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\425_485.mp4,.mp4,741740,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\426_287.mp4,.mp4,4235945,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\427_637.mp4,.mp4,746575,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\428_466.mp4,.mp4,1049481,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\429_404.mp4,.mp4,1053296,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\430_459.mp4,.mp4,2463078,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\431_447.mp4,.mp4,1055778,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\432_357.mp4,.mp4,577629,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\433_498.mp4,.mp4,1537570,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\434_438.mp4,.mp4,490994,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\435_456.mp4,.mp4,1008363,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\436_526.mp4,.mp4,2524245,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\437_360.mp4,.mp4,2498432,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\438_434.mp4,.mp4,421752,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\439_441.mp4,.mp4,547264,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\440_364.mp4,.mp4,543063,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\441_439.mp4,.mp4,605229,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\442_195.mp4,.mp4,3856121,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\443_514.mp4,.mp4,494822,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\444_655.mp4,.mp4,841171,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\445_494.mp4,.mp4,2960868,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\446_667.mp4,.mp4,4341642,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\447_431.mp4,.mp4,564581,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\448_361.mp4,.mp4,1783484,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\449_451.mp4,.mp4,1510538,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\450_533.mp4,.mp4,4606072,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\451_449.mp4,.mp4,1155130,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\452_550.mp4,.mp4,791680,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\453_402.mp4,.mp4,1565002,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\454_527.mp4,.mp4,936291,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\455_471.mp4,.mp4,1329233,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\456_435.mp4,.mp4,2715029,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\457_398.mp4,.mp4,1191293,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\458_722.mp4,.mp4,750311,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\459_430.mp4,.mp4,2998337,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\460_678.mp4,.mp4,1648013,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\461_250.mp4,.mp4,1970958,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\462_467.mp4,.mp4,731871,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\463_464.mp4,.mp4,815681,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\464_463.mp4,.mp4,812363,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\465_482.mp4,.mp4,1483660,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\466_428.mp4,.mp4,1493759,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\467_462.mp4,.mp4,782907,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\468_470.mp4,.mp4,1204008,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\469_481.mp4,.mp4,879861,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\470_468.mp4,.mp4,702700,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\471_455.mp4,.mp4,617176,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\472_511.mp4,.mp4,325617,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\473_366.mp4,.mp4,640044,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\474_281.mp4,.mp4,1289696,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\475_265.mp4,.mp4,1386529,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\476_400.mp4,.mp4,1155633,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\477_487.mp4,.mp4,1231114,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\478_506.mp4,.mp4,787713,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\479_706.mp4,.mp4,2665566,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\480_389.mp4,.mp4,1469377,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\481_469.mp4,.mp4,2583124,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\482_465.mp4,.mp4,995256,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\483_370.mp4,.mp4,1027796,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\484_415.mp4,.mp4,388646,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\485_425.mp4,.mp4,691737,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\486_680.mp4,.mp4,481842,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\487_477.mp4,.mp4,1680412,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\488_399.mp4,.mp4,944027,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\489_022.mp4,.mp4,1799571,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\490_534.mp4,.mp4,3345728,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\491_226.mp4,.mp4,3397914,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\492_325.mp4,.mp4,1415986,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\493_538.mp4,.mp4,962628,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\494_445.mp4,.mp4,3463043,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\495_512.mp4,.mp4,1098006,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\496_417.mp4,.mp4,1193632,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\497_403.mp4,.mp4,1340790,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\498_433.mp4,.mp4,917176,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\499_539.mp4,.mp4,1523558,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\500_592.mp4,.mp4,2743695,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\501_326.mp4,.mp4,715462,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\502_504.mp4,.mp4,1730485,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\503_756.mp4,.mp4,750587,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\504_502.mp4,.mp4,1017551,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\505_600.mp4,.mp4,351176,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\506_478.mp4,.mp4,1301581,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\507_418.mp4,.mp4,4989679,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\508_831.mp4,.mp4,2400892,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\509_525.mp4,.mp4,1806735,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\510_528.mp4,.mp4,1485563,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\511_472.mp4,.mp4,866648,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\512_495.mp4,.mp4,1167800,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\513_305.mp4,.mp4,2747014,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\514_443.mp4,.mp4,836364,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\515_519.mp4,.mp4,1884446,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\516_555.mp4,.mp4,3050979,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\517_521.mp4,.mp4,520354,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\518_131.mp4,.mp4,732956,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\519_515.mp4,.mp4,2296281,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\520_542.mp4,.mp4,1354586,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\521_517.mp4,.mp4,607347,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\522_337.mp4,.mp4,503855,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\523_541.mp4,.mp4,861474,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\524_580.mp4,.mp4,487855,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\525_509.mp4,.mp4,587433,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\526_436.mp4,.mp4,1876465,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\527_454.mp4,.mp4,849753,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\528_510.mp4,.mp4,1164225,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\529_633.mp4,.mp4,3249472,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\530_594.mp4,.mp4,1533153,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\531_549.mp4,.mp4,834812,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\532_544.mp4,.mp4,1151307,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\533_450.mp4,.mp4,3557337,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\534_490.mp4,.mp4,1620467,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\535_587.mp4,.mp4,826213,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\536_540.mp4,.mp4,1998101,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\537_563.mp4,.mp4,2041171,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\538_493.mp4,.mp4,795723,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\539_499.mp4,.mp4,417967,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\540_536.mp4,.mp4,1607311,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\541_523.mp4,.mp4,401877,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\542_520.mp4,.mp4,1145797,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\543_559.mp4,.mp4,605175,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\544_532.mp4,.mp4,1611536,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\545_553.mp4,.mp4,803238,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\546_621.mp4,.mp4,526918,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\547_574.mp4,.mp4,3794385,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\548_632.mp4,.mp4,1909875,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\549_531.mp4,.mp4,7228192,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\550_452.mp4,.mp4,633576,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\551_631.mp4,.mp4,3029064,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\552_851.mp4,.mp4,1290727,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\553_545.mp4,.mp4,501921,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\554_572.mp4,.mp4,1140807,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\555_516.mp4,.mp4,4254974,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\556_588.mp4,.mp4,516411,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\NeuralTextures\557_560.mp4,.mp4,723673,already_compressed_or_media
